Symbol,Name,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
AT,Atlantic Power Corporation,0.3532,null,null,null,2.185,null,null,2.275,2.45
ATO,Atmos Energy Corporation,0.0571,14.01812251,2.123305608,23.0417,2.775,67.7242,1.6,89.46,89.28
AUO,AU Optronics Corp,0.0527,13.54703305,null,null,43.185,50.7404,null,4.18,4.18
ATHM,Autohome Inc.,2.4953,28.42123863,9.694255935,24.2007,3.091,0,4.11,101,57.54
ALV,"Autoliv, Inc.",0.2826,10.17134208,3.064920955,17.0059,12.795,33.5029,1.46,147.495,128.5
ALV$,"Autoliv, Inc.",null,null,null,null,null,null,null,null,
AN,"AutoNation, Inc.",0.0106,17.53735146,1.809668515,11.0312,6.442,258.2103,1.02,49.79,54.48
AZO,"AutoZone, Inc.",0.0654,null,null,13.2112,1.693,null,13.62,681.91,711.05
AVLR,"Avalara, Inc.",0.0508,null,null,null,null,null,null,49.075,
AVB,"AvalonBay Communities, Inc.",0.0583,7.598296762,2.291480636,43.6451,3.823,73.5305,1.03,172.01,183.64
AGR,"Avangrid, Inc.",0.0147,2.538638606,1.055347665,20.4759,2.683,39.7864,0.79,51.94,51.19
AVYA,Avaya Holdings Corp.,0.4049,null,1.25487944,null,2.706,164.5216,-1.18,19.98,0
AVY,Avery Dennison Corporation,0.2877,28.01881861,8.181211778,19.9659,2.071,157.1992,1.42,102.17,114.46
AVH,Avianca Holdings S.A.,null,3.114900629,null,null,0.873,null,null,6.74,7.8
AVA,Avista Corporation,0.0392,6.311727566,1.969618547,19.9189,5.08,106.2341,0.84,52.73,51.4
AVP,"Avon Products, Inc.",0.4412,null,null,128.7967,5.198,null,-0.06,1.655,2.13
AVX,AVX Corporation,5.1252,0.220183223,1.182314132,20.515,5.642,0,0.19,16.1,17.22
EQH,"AXA Equitable Holdings, Inc.",5.1965,6.546266703,null,14.5081,2.823,0,null,20.7,
AXTA,Axalta Coating Systems Ltd.,5.303,3.169985828,5.239417581,26.4331,6.596,278.69,0.29,30.35,32.06
AXS,Axis Capital Holdings Limited,3.6891,-7.468349496,1.037883567,13.4551,2.866,30.6686,0.75,55.67,50.56
AXS^D,Axis Capital Holdings Limited,2.8082,null,null,null,null,null,null,null,
AXS^E,Axis Capital Holdings Limited,null,null,null,null,null,null,null,null,
AZUL,Azul S.A.,0.4132,33.56142112,null,null,3.197,112.22,null,16.77,24.1
AZRE,Azure Power Global Limited,1.0546,null,1.949365688,null,1.679,null,-31.8424,14.72,13.23
AZZ,AZZ Inc.,0.7841,8.174161165,2.000191843,25.3694,5.248,53.2366,null,44.7,47.6
BGS,"B&G Foods, Inc.",2.7065,24.67469937,2.489664263,19.4871,21.524,240.2913,0.31,33.25,32.7
BW,Babcock,0.0281,-160.0304984,1.452606979,null,11.178,560.8092,-2.73,2.43,4.88
BGH,Babson Global Short Duration High Yield Fund,0.0782,null,null,null,0.32,null,null,18.82,19.49
BMI,"Badger Meter, Inc.",0.1583,12.3224184,4.646248357,34.0598,12.735,17.1593,0.26,44.9,46.6
BHGE,"Baker Hughes, a GE company",0.6764,null,2.529542377,59.0143,6.374,52.4277,0.17,34.38,30.95
BBN,BalckRock Taxable Municipal Bond Trust,null,null,null,null,0.014,null,null,21.88,23.13
BLL,Ball Corporation,0.1222,11.26502875,3.097580501,27.2867,8.156,185.1723,0.36,35.87,38.89
BANC,"Banc of California, Inc.",null,3.974336929,1.368377184,22.5372,14.376,291.2332,0.06,19.375,21.1
BANC^C,"Banc of California, Inc.",null,null,null,null,null,null,null,null,
BANC^D,"Banc of California, Inc.",null,null,null,null,null,null,null,null,
BANC^E,"Banc of California, Inc.",null,null,null,null,null,null,null,null,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,null,7.847761994,null,null,1.542,494.9084,null,6.925,8.47
BBD,Banco Bradesco Sa,null,13.7896663,null,null,0.74,388.1597,null,6.765,10.28
BBDO,Banco Bradesco Sa,null,13.7896663,null,null,1.846,388.1597,null,6.02,9.68
BCH,Banco De Chile,null,19.29131817,null,null,7.276,283.6827,null,93.86,84.31
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",null,7.071883116,0.958852075,13.1005,3.891,186.3116,0.37,25.61,29.8
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",null,16.09879418,null,null,3.224,null,null,6.48,7.85
BSBR,Banco Santander Brasil SA,null,11.18001479,null,null,3.081,292.1359,null,7.52,9.91
BSAC,Banco Santander Chile,null,18.68438175,null,null,2.505,309.8474,null,31.66,27.77
SAN,"Banco Santander, S.A.",null,7.257720526,null,null,1.159,492.6807,null,5.365,6.65
SAN^B,"Banco Santander, S.A.",null,null,null,null,null,null,null,null,
CIB,BanColombia S.A.,null,11.80802504,null,null,1.816,null,null,47.265,39.32
BXS,BancorpSouth Bank,null,8.952248227,1.62234164,18.718,6.235,48.633,0.54,33.5,32.85
BAC,Bank of America Corporation,null,7.677843483,1.191778695,13.2522,1.922,227.3113,0.63,28.745,29.32
BAC.WS.A,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC.WS.B,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^A,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^B,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^C,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^D,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^E,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^I.CL,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^L,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^W,Bank of America Corporation,null,null,null,null,null,null,null,null,
BAC^Y,Bank of America Corporation,null,null,null,null,null,null,null,null,
BML^G,Bank of America Corporation,null,null,null,null,null,null,null,null,
BML^H,Bank of America Corporation,null,null,null,null,null,null,null,null,
BML^I,Bank of America Corporation,null,null,null,null,null,null,null,null,
BML^J,Bank of America Corporation,null,null,null,null,null,null,null,null,
BML^L,Bank of America Corporation,null,null,null,null,null,null,null,null,
BOH,Bank of Hawaii Corporation,null,15.40760702,2.878023605,19.4561,10.018,59.7,1.29,84.395,84.85
BMO,Bank Of Montreal,null,11.60104397,null,null,13.511,277.9907,null,76.97,78.45
NTB,Bank of N.T. Butterfield & Son Limited (The),null,20.66092667,null,null,2.588,14.2124,null,46.65,37.75
BK,Bank Of New York Mellon Corporation (The),null,11.20327451,1.464429501,15.0186,2.924,200.5264,1.11,55.38,54.97
BK^C,Bank Of New York Mellon Corporation (The),null,null,null,null,null,null,null,null,
BNS,Bank of Nova Scotia (The),null,14.75937923,null,null,8.622,219.3552,null,57.21,64.57
BKU,"BankUnited, Inc.",null,22.03236043,1.498243154,14.8126,3.266,158.2372,0.78,42.47,39.93
BCS,Barclays PLC,null,-5.305098502,null,null,3.77,324.2161,null,10.065,10.65
BCS^D,Barclays PLC,null,null,null,null,null,null,null,null,
MCI,Barings Corporate Investors,null,null,null,null,0.234,null,null,15.2199,15.66
MPV,Barings Participation Investors,null,null,null,null,0.398,null,null,14.8936,14.2
BNED,"Barnes & Noble Education, Inc",0.0202,-42.74607738,0.661201003,41.3357,6.63,41.9691,0.36,6.3,8.42
BKS,"Barnes & Noble, Inc.",0.0272,-25.46096803,1.080140746,18.3529,9.084,38.521,-0.29,6.225,6.65
B,"Barnes Group, Inc.",0.0302,4.770826393,2.400028336,20.1704,2.447,40.2199,0.73,60.015,63.23
ABX,Barrick Gold Corporation,0.039,10.15335216,1.589874781,16.4955,1.676,67.5282,0.14,12.8,13.64
BAS,"Basic Energy Services, Inc.",0.174,-25.53558894,0.964785007,null,3.564,104.4043,-1.16,12.255,23.26
BAX,Baxter International Inc.,1.1154,9.378689907,4.320787975,28.328,1.835,39.0482,0.72,73.86,64.31
BTE,Baytex Energy Corp,0,0.684073598,null,null,5.019,89.3352,null,3.3791,3.01
BBT,BB&T Corporation,null,9.708592123,1.501925795,14.8094,3.05,104.7956,0.96,51.52,50.28
BBT^D,BB&T Corporation,null,null,null,null,null,null,null,null,
BBT^E,BB&T Corporation,null,null,null,null,null,null,null,null,
BBT^F,BB&T Corporation,null,null,null,null,null,null,null,null,
BBT^G,BB&T Corporation,null,null,null,null,null,null,null,null,
BBT^H,BB&T Corporation,null,null,null,null,null,null,null,null,
BFR,BBVA Banco Frances S.A.,null,15.64667884,null,null,1.513,null,null,13.78,23.16
BBX,BBX Capital Corporation,null,14.01473681,1.494003429,16.7386,0.599,112.5886,0.11,9.03,8.06
BCE,"BCE, Inc.",0.1122,17.9408238,null,null,5.033,155.5743,null,40.62,48.6
BZH,"Beazer Homes USA, Inc.",0.886,-13.04776479,0.840457008,26.5414,3.368,233.7807,0.36,14.62,19.06
BDX,"Becton, Dickinson and Company",0.7383,-0.743215345,3.339808511,19.0117,3.943,122.0206,-0.19,242.01,218.99
BDXA,"Becton, Dickinson and Company",0.2863,null,null,null,null,null,null,null,
BDC,Belden Inc,0.6159,2.554387747,1.874673545,22.9464,11.322,128.7336,-0.15,61.18,82.26
BDC^B,Belden Inc,null,null,null,null,null,null,null,null,
BXE,Bellatrix Exploration Ltd,0,-14.3175071,null,null,6.861,54.1682,null,0.99,1.47
BEL,Belmond Ltd.,0.8476,-6.065667736,1.700328748,52.4562,5.98,107.7869,-0.15,11.225,12.3
BMS,"Bemis Company, Inc.",0.0874,7.24,3.025738841,18.4845,5.389,126.7889,0.52,42.17,47.02
BHE,"Benchmark Electronics, Inc.",1.395,-4.966399051,1.112706301,25.2337,1.457,16.6233,-0.49,30,29.55
BRK.A,Berkshire Hathaway Inc.,null,null,null,null,null,null,null,null,
BRK.B,Berkshire Hathaway Inc.,null,null,null,null,null,null,null,null,
BHLB,"Berkshire Hills Bancorp, Inc.",null,5.052537045,1.315335636,14.5712,4.525,83.4059,0.55,42.05,37.9
BERY,"Berry Global Group, Inc.",0.1976,46.95304695,4.659023899,21.6203,1.448,462.4712,0.69,47.05,59.8
BBY,"Best Buy Co., Inc.",0.2504,25.76082839,6.191037886,15.4544,3.812,39.2398,0.74,76.34,63.52
BSTI,BEST Inc.,0.5715,null,6.184656983,null,5.951,41.354,null,11.61,9.38
BGCA,"BGC Partners, Inc.",0.3649,null,null,null,null,null,null,null,
BHP,BHP Billiton Limited,0.4008,8.274514636,null,null,5.611,null,null,49.84,41.91
BBL,BHP Billiton plc,0.3732,8.274514636,null,null,0.993,null,null,44.54,36.81
BIG,"Big Lots, Inc.",0.1008,25.25046221,2.581645334,11.9796,9.007,25.2499,0.74,42.42,55.53
BH,Biglari Holdings Inc.,0.0933,12.01446356,0.712373869,308.2135,4.184,47.4005,-1.4916,191.54,389.86
BH.A,Biglari Holdings Inc.,0.0793,null,null,null,null,null,null,null,
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,0.0868,null,10.93992061,null,7.703,0,null,39.85,21.77
BIO,"Bio-Rad Laboratories, Inc.",0.1019,21.30787095,1.918206402,80.1168,4.051,9.6934,22.05,291.43,253.35
BIO.B,"Bio-Rad Laboratories, Inc.",null,null,null,null,null,null,null,null,
BITA,Bitauto Holdings Limited,0.3704,-9.867592002,0.283887512,null,9.63,0,-2.34,23.63,29.17
BKH,Black Hills Corporation,0.0392,13.37012601,1.79546326,19.9543,17.393,180.2718,2.49,60.88,59.73
BKHU,Black Hills Corporation,null,null,null,null,null,null,null,null,
BKI,"Black Knight, Inc.",0.05,13.60823479,4.833671338,63.3586,2.136,92.3767,0.29,54.025,45.1
BSM,"Black Stone Minerals, L.P.",0.114,17.37015316,4.796827575,22.5671,0.902,55.5418,0.1842,18.845,18
BB,BlackBerry Limited,2.219,-12.7493156,2.260729136,null,18.562,31.2176,-0.11,10.045,10.66
BGIO,BlackRock 2022 Global Income Opportunity Trust,4.7754,null,null,null,0.261,null,null,8.9679,9.56
BJZ,Blackrock California Municipal 2018 Term Trust,4.6482,null,null,null,1.279,null,null,14.81,15
BFZ,BlackRock California Municipal Income Trust,3.8521,null,null,null,0.059,null,null,13.01,14.025
CII,Blackrock Capital and Income Strategies Fund Inc,4.8685,null,null,null,0.147,null,null,16.39,16.17
BHK,Blackrock Core Bond Trust,null,null,null,null,0.171,null,null,12.677,13.88
HYT,"Blackrock Corporate High Yield Fund, Inc.",null,null,null,null,0.585,null,null,10.52,11.06
BTZ,BlackRock Credit Allocation Income Trust,null,null,null,null,0.057,null,null,12.09,13.27
DSU,"Blackrock Debt Strategies Fund, Inc.",null,null,null,null,0.236,null,null,11.21,11.57
BGR,BlackRock Energy and Resources Trust,null,null,null,null,0.397,null,null,15.17,13.64
BDJ,Blackrock Enhanced Equity Dividend Trust,null,null,null,null,0.449,null,null,9.13,9.19
EGF,"Blackrock Enhanced Government Fund, Inc",null,null,null,null,1.282,null,null,13,13.29
FRA,Blackrock Floating Rate Income Strategies Fund Inc,null,null,null,null,0.314,null,null,14.012,13.95
BFO,Blackrock Florida Municipal 2020 Term Trust,null,null,null,null,1.043,null,null,14.23,14.73
BGT,Blackrock Global,null,null,null,null,0.128,null,null,13.115,13.88
BOE,Blackrock Global,null,null,null,null,0.428,null,null,11.09,13.76
BME,Blackrock Health Sciences Trust,null,null,null,null,0.681,null,null,38.5,35.82
BAF,BlackRock Income Investment Quality Trust,null,null,null,null,0.134,null,null,13.79,15.11
BKT,BlackRock Income Trust Inc. (The),null,null,null,null,0.16,null,null,5.77,6.15
BGY,"BLACKROCK INTERNATIONAL, LTD.",null,null,null,null,0.078,null,null,5.7458,6.52
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),null,null,null,null,0.29,null,null,13.93,14.66
BTA,BlackRock Long-Term Municipal Advantage Trust,null,null,null,null,0.042,null,null,11.29,12.07
BZM,BlackRock Maryland Municipal Bond Trust,null,null,null,null,1.829,null,null,13.4361,13.4703
MHE,BlackRock Massachusetts Tax-Exempt Trust,null,null,null,null,0.041,null,null,13.0096,14
BIT,BlackRock Multi-Sector Income Trust,null,null,null,null,0.29,null,null,17.17,18
MUI,Blackrock Muni Intermediate Duration Fund Inc,null,null,null,null,0.067,null,null,13.26,13.9
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,null,null,null,null,0.032,null,null,12.66,13.525
MUA,"Blackrock MuniAssets Fund, Inc.",null,null,null,null,0.071,null,null,13.2756,15
BPK,Blackrock Municipal 2018 Term Trust,null,null,null,null,0.262,null,null,15.0035,14.79
BKK,Blackrock Municipal 2020 Term Trust,null,null,null,null,0.847,null,null,15.1,15.13
BBK,Blackrock Municipal Bond Trust,null,null,null,null,0.099,null,null,14.2203,15.14
BBF,BlackRock Municipal Income Investment Trust,null,null,null,null,0.26,null,null,13.1401,14.37
BYM,Blackrock Municipal Income Quality Trust,null,null,null,null,0.054,null,null,13.059,14.21
BFK,BlackRock Municipal Income Trust,null,null,null,null,0.037,null,null,12.84,14.12
BLE,BlackRock Municipal Income Trust II,null,null,null,null,2.459,null,null,14.3,14.42
BTT,BlackRock Municipal Target Term Trust Inc. (The),null,null,null,null,0.615,null,null,21.66,22.48
MEN,"Blackrock MuniEnhanced Fund, Inc.",null,null,null,null,0.085,null,null,10.49,11.99
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",null,null,null,null,0.073,null,null,13.22,14.54
MUH,"Blackrock MuniHoldings Fund II, Inc.",null,null,null,null,0.068,null,null,13.81,14.87
MHD,"Blackrock MuniHoldings Fund, Inc.",null,null,null,null,0.942,null,null,15.54,16.51
MFL,Blackrock MuniHoldings Investment Quality Fund,null,null,null,null,0.229,null,null,12.8599,14.69
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",null,null,null,null,0.227,null,null,13.2,14.22
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",null,null,null,null,0.225,null,null,12.49,13.62
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",null,null,null,null,0.128,null,null,12.14,13.88
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",null,null,null,null,0.177,null,null,12.39,13.52
MVT,"Blackrock MuniVest Fund II, Inc.",null,null,null,null,0.031,null,null,14.0102,15.45
MYC,"Blackrock MuniYield California Fund, Inc.",null,null,null,null,0.14,null,null,13.32,15.1
MCA,"Blackrock MuniYield California Insured Fund, Inc.",null,null,null,null,0.032,null,null,13.36,14.7
MYD,"Blackrock MuniYield Fund, Inc.",null,null,null,null,0.164,null,null,13.29,14.38
MYF,Blackrock MuniYield Investment Fund,null,null,null,null,0.383,null,null,13.64,15.28
MFT,Blackrock MuniYield Investment QualityFund,null,null,null,null,0.297,null,null,13.01,14.04
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",null,null,null,null,0.81,null,null,13.1199,13.95
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",null,null,null,null,0.291,null,null,13.76,16.189
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",null,null,null,null,0.069,null,null,11.98,12.92
MPA,Blackrock MuniYield Pennsylvania Quality Fund,null,null,null,null,0.03,null,null,13.495,14.15
MQT,"Blackrock MuniYield Quality Fund II, Inc.",null,null,null,null,0.162,null,null,12.04,13.01
MYI,"Blackrock MuniYield Quality Fund III, Inc.",null,null,null,null,0.06,null,null,12.56,14.08
MQY,"Blackrock MuniYield Quality Fund, Inc.",null,null,null,null,0.155,null,null,13.95,15.56
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,null,null,null,null,0.205,null,null,12.92,14.65
BLH,Blackrock New York Municipal 2018 Term Trust,null,null,null,null,0.962,null,null,14.75,14.7785
BQH,Blackrock New York Municipal Bond Trust,null,null,null,null,0.374,null,null,13.04,14.45
BSE,Blackrock New York Municipal Income Quality Trust,null,null,null,null,0.259,null,null,12.39,13.14
BFY,BlackRock New York Municipal Income Trust II,null,null,null,null,0.012,null,null,12.92,14.72
BCX,BlackRock Resources,null,null,null,null,0.284,null,null,9.31,8.94
BST,BlackRock Science and Technology Trust,null,null,null,null,1.095,null,null,33.995,27.02
BSD,BlackRock Strategic Municipal Trust Inc. (The),null,null,null,null,0.023,null,null,12.62,13.7
BUI,"BlackRock Utility, Infrastructure & Power Opportun",null,null,null,null,0.761,null,null,19.96,21.36
BHV,BlackRock Virginia Municipal Bond Trust,null,null,null,null,0.044,null,null,16.3707,16.62
BLK,"BlackRock, Inc.",null,17.00199562,2.574067482,20.862,3.074,17.0774,6.75,514.37,517.73
BGB,Blackstone / GSO Strategic Credit Fund,null,null,null,null,0.314,null,null,15.885,15.96
BGX,Blackstone GSO Long Short Credit Income Fund,null,null,null,null,1.56,null,null,16.66,15.93
BSL,Blackstone GSO Senior Floating Rate Term Fund,null,null,null,null,1.047,null,null,18.15,17.45
APRN,"Blue Apron Holdings, Inc.",2.3087,null,3.259069849,null,2.947,63.3727,-0.17,3.29,3.98
BCRH,Blue Capital Reinsurance Holdings Ltd.,null,-30.72882469,0.767483647,9.1286,24.075,0,0.06,11.35,12.1
BXG,Bluegreen Vacations Corporation,1.4991,null,4.417082368,null,14.854,60.1279,0.28,23.77,16.21
BXC,BlueLinx Holdings Inc.,0.0445,null,15.51380219,13.6047,2.017,1093.8903,-1.47,38.92,9.91
BWP,Boardwalk Pipeline Partners L.P.,0.1416,5.671407011,0.528640691,14.721,4.261,77.0822,0.38,11.59,13.5
BA,Boeing Company (The),0.131,1400.607441,157.2619007,17.8875,1.316,1018.9853,4.19,339.44,289.94
BCC,"Boise Cascade, L.L.C.",0.3113,16.96673048,2.366845183,22.7438,5.333,62.0309,0.96,45.05,39.15
BCEI,"Bonanza Creek Energy, Inc.",0.0559,null,0.944204078,19.1133,1.354,2.1331,0.68,35.92,29.21
BOOT,"Boot Barn Holdings, Inc.",0.0458,14.64025449,2.780807697,12.4269,1.726,98.7997,0.25,22.43,14.9
BAH,Booz Allen Hamilton Holding Corporation,0.0517,54.08719406,11.39033719,18.0733,1.481,327.8917,0.59,43.595,38.74
BWA,BorgWarner Inc.,0.1139,8.164666112,1.142161198,13.2782,5.039,28.1821,1.07,45.59,53.38
SAM,"Boston Beer Company, Inc. (The)",0.0597,23.53402412,8.10352085,18.737,19.118,0,0.79,301.35,186.75
BXP,"Boston Properties, Inc.",0.3029,9.434326226,3.382682816,44.7586,2.985,182.0613,1.14,124.69,126.18
BXP^B,"Boston Properties, Inc.",0.2769,null,null,null,null,null,null,null,
BSX,Boston Scientific Corporation,0.0575,1.590570191,6.299552734,31.8218,2.641,82.0057,0.22,32.61,25.61
BOX,"Box, Inc.",0.6666,-284.6372782,76.33089157,null,1.327,193.8475,-0.26,25.645,20.68
BYD,Boyd Gaming Corporation,0.5563,18.55235826,3.561294957,21.9663,8.947,267.8334,0.36,35.915,31.47
BPMP,BP Midstream Partners LP,0.5822,null,4.297499214,null,3.561,6.0599,0.5828,21.85,17.84
BP,BP p.l.c.,0.5282,4.456418992,null,null,0.755,62.0729,null,46.07,40.66
BPT,BP Prudhoe Bay Royalty Trust,0.6372,null,null,6.248,2.617,null,1.2304,29.6,20
BRC,Brady Corporation,0.734,11.63228975,2.780396239,18.4316,1.236,0.4874,0.5,39.5,38.9
BHR,Braemar Hotels & Resorts Inc.,0.6718,5.602510133,0.983355012,223.4673,3.653,226.3396,0.07,11.26,
BHR^B,Braemar Hotels & Resorts Inc.,0.7217,null,null,null,null,null,null,null,
BDN,Brandywine Realty Trust,null,7.765227646,1.602381743,306.6937,3.822,104.8834,0.25,16.72,18.01
BWG,BrandywineGLOBAL Global Income Opportunities Fund ,null,null,null,null,0.133,null,null,11.3502,12.86
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,0.3231,15.53889342,null,null,1.777,24.6085,null,3.7,3.63
BAK,Braskem S.A.,0.1549,50.0165638,null,null,2.171,398.1074,null,26.16,26.95
BRFS,BRF S.A.,0.1104,-8.563371401,null,null,5.971,187.4593,null,4.81,11.34
BPI,"Bridgepoint Education, Inc.",1.3552,2.217999835,1.436977765,40.0349,3.72,0,0.08,6.76,8.79
BGG,Briggs & Stratton Corporation,0.1389,3.59580446,1.357456097,18.2813,6.631,59.5928,0.74,17.95,24.72
BFAM,Bright Horizons Family Solutions Inc.,0.1383,20.89722176,8.042144949,37.7869,2.237,160.6043,0.64,102.37,91.27
