Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
NAZ,Nuveen Arizona Quality Municipal Income Fund,NAZ US Equity,NAZ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.009,#N/A N/A,#N/A N/A,12.74,27/06/2017 17:00,14.68
NBB,Nuveen Build America Bond Fund,NBB US Equity,NBB UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.014,#N/A N/A,#N/A N/A,20.309,27/06/2017 17:00,21.86
NBD,Nuveen Build America Bond Opportunity Fund,NBD US Equity,NBD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.077,#N/A N/A,#N/A N/A,21.84,#N/A Limit: Monthly,
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,NKX US Equity,NKX UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.09,#N/A N/A,#N/A N/A,13.555,27/06/2017 17:00,15.59
NCB,Nuveen California Municipal Value Fund 2,NCB US Equity,NCB UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.173,#N/A N/A,#N/A N/A,15.7,27/06/2017 17:00,17.679
NCA,"Nuveen California Municipal Value Fund, Inc.",NCA US Equity,NCA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.135,#N/A N/A,#N/A N/A,9.5,27/06/2017 17:00,10.48
NAC,Nuveen California Quality Municipal Income Fund,NAC US Equity,NAC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.185,#N/A N/A,#N/A N/A,13.3262,27/06/2017 17:00,14.52
NTC,Nuveen Connecticut Quality Municipal Income Fund,NTC US Equity,NTC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.72,#N/A N/A,#N/A N/A,11.83,#N/A Limit: Monthly,
JCE,Nuveen Core Equity Alpha Fund,JCE US Equity,JCE UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.208,#N/A N/A,#N/A N/A,14.77,27/06/2017 17:00,15.89
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,JCO US Equity,JCO UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.323,#N/A N/A,#N/A N/A,9.32,27/06/2017 17:00,9.92
JQC,Nuveen Credit Strategies Income Fund,JQC US Equity,JQC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.375,#N/A N/A,#N/A N/A,7.9434,27/06/2017 17:00,8.2
JDD,Nuveen Diversified Dividend and Income Fund,JDD US Equity,JDD UA Equity,#VALUE!,#VALUE!,null,null,null,null,3.804,#N/A N/A,#N/A N/A,11.57,27/06/2017 17:00,12.34
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,DIAX US Equity,DIAX UA Equity,#VALUE!,#VALUE!,null,null,null,null,2.403,#N/A N/A,#N/A N/A,18.8399,27/06/2017 17:00,18.63
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,JEMD US Equity,JEMD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.356,#N/A N/A,#N/A N/A,8.65,27/06/2017 17:00,9.9292
JMF,Nuveen Energy MLP Total Return Fund,JMF US Equity,JMF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.209,#N/A N/A,#N/A N/A,10.76,27/06/2017 17:00,11.15
NEV,Nuveen Enhanced Municipal Value Fund,NEV US Equity,NEV UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.878,#N/A N/A,#N/A N/A,13.6,27/06/2017 17:00,14.46
JFR,Nuveen Floating Rate Income Fund,JFR US Equity,JFR UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.192,#N/A N/A,#N/A N/A,10.53,27/06/2017 17:00,11.18
JRO,Nuveen Floating Rate Income Opportuntiy Fund,JRO US Equity,JRO UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.013,#N/A N/A,#N/A N/A,10.42,27/06/2017 17:00,11.37
NKG,Nuveen Georgia Quality Municipal Income Fund ,NKG US Equity,NKG UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A N/A,#N/A N/A,#N/A N/A,11.3,27/06/2017 17:00,12.92
JGH,Nuveen Global High Income Fund,JGH US Equity,JGH UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.047,#N/A N/A,#N/A N/A,15.44,27/06/2017 17:00,17.04
JHA,Nuveen High Income 2020 Target Term Fund,JHA US Equity,JHA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.105,#N/A N/A,#N/A N/A,9.83,27/06/2017 17:00,9.92
JHY,Nuveen High Income 2020 Target Term Fund,JHY US Equity,JHY UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.755,#N/A N/A,#N/A N/A,9.8837,27/06/2017 17:00,10.01
JHD,Nuveen High Income December 2019 Target Term Fund,JHD US Equity,JHD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.521,#N/A N/A,#N/A N/A,9.81,27/06/2017 17:00,10.02
JHB,Nuveen High Income November 2021 Target Term Fund,JHB US Equity,JHB UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.085,#N/A N/A,#N/A N/A,9.4999,#N/A Limit: Monthly,
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,NXC US Equity,NXC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.497,#N/A N/A,#N/A N/A,14.22,27/06/2017 17:00,15.17
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,NXN US Equity,NXN UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.464,#N/A N/A,#N/A N/A,12.86,27/06/2017 17:00,13.7
NID,Nuveen Intermediate Duration Municipal Term Fund,NID US Equity,NID UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.282,#N/A N/A,#N/A N/A,12.405,27/06/2017 17:00,13.22
NMY,Nuveen Maryland Quality Municipal Income Fund,NMY US Equity,NMY UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.122,#N/A N/A,#N/A N/A,12.12,27/06/2017 17:00,12.69
NMT,Nuveen Massachusetts Municipal Income Fund,NMT US Equity,NMT UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.012,#N/A N/A,#N/A N/A,12.42,27/06/2017 17:00,14.3645
NUM,Nuveen Michigan Quality Municipal Income Fund,NUM US Equity,NUM UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.113,#N/A N/A,#N/A N/A,12.65,#N/A Limit: Monthly,
NMS,Nuveen Minnesota Quality Municipal Income Fund,NMS US Equity,NMS UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.083,#N/A N/A,#N/A N/A,13.44,27/06/2017 17:00,14.57
NOM,Nuveen Missouri Quality Municipal Income Fund,NOM US Equity,NOM UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.436,#N/A N/A,#N/A N/A,13.1,27/06/2017 17:00,15.06
JLS,Nuveen Mortgage Opportunity Term Fund,JLS US Equity,JLS UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.139,#N/A N/A,#N/A N/A,23.4008,27/06/2017 17:00,25.9
JMM,Nuveen Multi-Market Income Fund,JMM US Equity,JMM UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.321,#N/A N/A,#N/A N/A,7.0201,27/06/2017 17:00,7.5
NHA,Nuveen Municipal 2021 Target Term Fund,NHA US Equity,NHA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.155,#N/A N/A,#N/A N/A,9.41,27/06/2017 17:00,9.43
NZF,Nuveen Municipal Credit Income Fund,NZF US Equity,NZF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.429,#N/A N/A,#N/A N/A,14.3069,27/06/2017 17:00,15.37
NMZ,Nuveen Municipal High Income Opportunity Fund,NMZ US Equity,NMZ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.055,#N/A N/A,#N/A N/A,12.6066,27/06/2017 17:00,13.81
NMI,"Nuveen Municipal Income Fund, Inc.",NMI US Equity,NMI UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.573,#N/A N/A,#N/A N/A,11.6,27/06/2017 17:00,12.4
NJV,Nuveen New Jersey Municipal Value Fund,NJV US Equity,NJV UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.205,#N/A N/A,#N/A N/A,13.01,27/06/2017 17:00,14.28
NXJ,Nuveen New Jersey Quality Municipal Income Fund,NXJ US Equity,NXJ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.048,#N/A N/A,#N/A N/A,13.01,27/06/2017 17:00,13.68
NRK,Nuveen New York AMT-Free Quality Municipal,NRK US Equity,NRK UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.101,#N/A N/A,#N/A N/A,12.18,27/06/2017 17:00,13
NYV,Nuveen New York Municipal Value Fund 2,NYV US Equity,NYV UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.27,#N/A N/A,#N/A N/A,13.64,27/06/2017 17:00,14.46
NNY,"Nuveen New York Municipal Value Fund, Inc.",NNY US Equity,NNY UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.99,#N/A N/A,#N/A N/A,9.25,27/06/2017 17:00,9.87
NAN,Nuveen New York Quality Municipal Income Fund,NAN US Equity,NAN UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.029,#N/A N/A,#N/A N/A,12.59,27/06/2017 17:00,13.87
NNC,Nuveen North Carolina Quality Municipal Income Fd,NNC US Equity,NNC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.776,#N/A N/A,#N/A N/A,12.4,27/06/2017 17:00,13.04
NUO,Nuveen Ohio Quality Municipal Income Fund,NUO US Equity,NUO UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.09,#N/A N/A,#N/A N/A,13.89,#N/A Limit: Monthly,
NPN,Nuveen Pennsylvania Municipal Value Fund,NPN US Equity,NPN UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.056,#N/A N/A,#N/A N/A,13.75,27/06/2017 17:00,15.28
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,NQP US Equity,NQP UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.108,#N/A N/A,#N/A N/A,12.61,27/06/2017 17:00,13.36
JPC,Nuveen Preferred & Income Opportunities Fund,JPC US Equity,JPC UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.511,#N/A N/A,#N/A N/A,9.47,27/06/2017 17:00,10.4
JPS,Nuveen Preferred & Income Securities Fund,JPS US Equity,JPS UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.284,#N/A N/A,#N/A N/A,9.015,27/06/2017 17:00,10.39
JPT,Nuveen Preferred and Income 2022 Term Fund,JPT US Equity,JPT UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.089,#N/A N/A,#N/A N/A,23.8299,27/06/2017 17:00,25.41
JPI,Nuveen Preferred and Income Term Fund,JPI US Equity,JPI UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.855,#N/A N/A,#N/A N/A,23.0301,27/06/2017 17:00,25.08
NAD,Nuveen Quality Municipal Income Fund,NAD US Equity,NAD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.292,#N/A N/A,#N/A N/A,13.2471,27/06/2017 17:00,14.08
JRI,Nuveen Real Asset Income and Growth Fund,JRI US Equity,JRI UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.201,#N/A N/A,#N/A N/A,16.13,27/06/2017 17:00,17.5
JRS,Nuveen Real Estate Fund,JRS US Equity,JRS UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.219,#N/A N/A,#N/A N/A,9.9,27/06/2017 17:00,11.06
BXMX,Nuveen S&P 500 Buy-Write Income Fund,BXMX US Equity,BXMX UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.796,#N/A N/A,#N/A N/A,14.1,27/06/2017 17:00,14.1
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,SPXX US Equity,SPXX UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.664,#N/A N/A,#N/A N/A,16.51,27/06/2017 17:00,16.75
NIM,Nuveen Select Maturities Municipal Fund,NIM US Equity,NIM UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.444,#N/A N/A,#N/A N/A,9.71,27/06/2017 17:00,10.07
NXP,Nuveen Select Tax Free Income Portfolio,NXP US Equity,NXP UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.553,#N/A N/A,#N/A N/A,14.2001,27/06/2017 17:00,14.88
NXQ,Nuveen Select Tax Free Income Portfolio II,NXQ US Equity,NXQ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.945,#N/A N/A,#N/A N/A,13.6199,27/06/2017 17:00,14.1
NXR,Nuveen Select Tax Free Income Portfolio III,NXR US Equity,NXR UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.142,#N/A N/A,#N/A N/A,14.55,27/06/2017 17:00,15
NSL,Nuveen Senior Income Fund,NSL US Equity,NSL UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.263,#N/A N/A,#N/A N/A,6.34,27/06/2017 17:00,6.5
JSD,Nuveen Short Duration Credit Opportunities Fund,JSD US Equity,JSD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.192,#N/A N/A,#N/A N/A,17.445,27/06/2017 17:00,16.85
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,JTD US Equity,JTD UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.582,#N/A N/A,#N/A N/A,16.55,27/06/2017 17:00,17.2
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,JTA US Equity,JTA UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.367,#N/A N/A,#N/A N/A,12.91,27/06/2017 17:00,13.67
NTX,Nuveen Texas Quality Municipal Income Fund,NTX US Equity,NTX UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.039,#N/A N/A,#N/A N/A,12.81,27/06/2017 17:00,14.42
NPV,Nuveen Virginia Quality Municipal Income Fund,NPV US Equity,NPV UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.467,#N/A N/A,#N/A N/A,12.49,#N/A Limit: Monthly,
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,NIQ US Equity,NIQ UA Equity,#VALUE!,#VALUE!,null,null,null,null,1.719,#N/A N/A,#N/A N/A,12.52,27/06/2017 17:00,13.17
JMT,Nuven Mortgage Opportunity Term Fund 2,JMT US Equity,JMT UA Equity,#VALUE!,#VALUE!,null,null,null,null,2.175,#N/A N/A,#N/A N/A,22.71,27/06/2017 17:00,24.9036
NVT,nVent Electric plc,NVT US Equity,NVT UA Equity,2.5455,2.5455,2.5455,null,1.292459648,null,0.99,21.7845,0.29,25.38,27/06/2017 17:00,0
NVR,"NVR, Inc.",NVR US Equity,NVR UA Equity,0.6925,0.6925,0.6925,41.78286021,7.349454309,19.0457,2.118,40.7156,45.19,2958.63,27/06/2017 17:00,3368.97
OAK,"Oaktree Capital Group, LLC",OAK US Equity,OAK UA Equity,#VALUE!,#VALUE!,null,25.53105498,6.716963378,10.1609,2.348,516.9177,0.7764,41.3,#N/A Limit: Monthly,
OAK^A,"Oaktree Capital Group, LLC",OAK^A US Equity,OAK^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OSLE,Oaktree Specialty Lending Corporation,OSLE US Equity,OSLE UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OMP,Oasis Midstream Partners LP,OMP US Equity,OMP UA Equity,0.0485,0.0485,0.0485,11.46758761,2.112489456,null,0.284,47.6384,0.362,18.68,27/06/2017 17:00,18.42
OAS,Oasis Petroleum Inc.,OAS US Equity,OAS UA Equity,0.0265,0.0265,0.0265,2.941894935,1.072314793,65.844,4.34,69.4445,0,13.58,27/06/2017 17:00,8.33
OBE,Obsidian Energy Ltd.,OBE US Equity,OBE UA Equity,0.0065,0.0065,0.0065,-8.042037926,null,null,8.787,17.4596,#N/A N/A,1.1,27/06/2017 17:00,1.18
OXY,Occidental Petroleum Corporation,OXY US Equity,OXY UA Equity,0.2272,0.2272,0.2272,9.128968207,2.997745517,85.4247,2.099,49.7491,0.92,84.56,27/06/2017 17:00,70.03
OII,"Oceaneering International, Inc.",OII US Equity,OII UA Equity,0.899,0.899,0.899,7.994857113,1.421657353,247.68,6.528,48.0796,-0.5,25.35,27/06/2017 17:00,19.26
OZM,Och-Ziff Capital Management Group LLC,OZM US Equity,OZM UA Equity,#VALUE!,#VALUE!,null,null,null,43.2586,1.203,#N/A N/A,0.02,2.01,27/06/2017 17:00,2.55
OCIP,OCI Partners LP,OCIP US Equity,OCIP UA Equity,0.9217,0.9217,0.9217,26.04109271,6.762559583,27.6573,0.407,304.4435,0.35,11.45,27/06/2017 17:00,7.45
OCN,Ocwen Financial Corporation,OCN US Equity,OCN UA Equity,#VALUE!,#VALUE!,null,-14.81389144,0.907795924,null,8.981,1145.6342,0.02,4.34,27/06/2017 17:00,3.04
OFG,OFG Bancorp,OFG US Equity,OFG UA Equity,#VALUE!,#VALUE!,null,5.313841908,0.804247834,9.1658,10.677,45.9671,0.31,14.4,27/06/2017 17:00,9.5
OFG^A,OFG Bancorp,OFG^A US Equity,OFG^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OFG^B,OFG Bancorp,OFG^B US Equity,OFG^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OFG^D,OFG Bancorp,OFG^D US Equity,OFG^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OGE,OGE Energy Corporation,OGE US Equity,OGE UA Equity,0.0019,0.0019,0.0019,17.51183696,1.824668556,18.2147,1.835,83.1238,0.28,35.04,27/06/2017 17:00,34.05
OIBR.C,Oi S.A.,OIBR.C US Equity,OIBR.C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OIS,"Oil States International, Inc.",OIS US Equity,OIS UA Equity,0.1912,0.1912,0.1912,-5.341236646,1.315673126,null,8.972,25.9945,-0.06,34.15,27/06/2017 17:00,23.4
ODC,Oil-Dri Corporation Of America,ODC US Equity,ODC UA Equity,0.9563,0.9563,0.9563,5.324839854,2.459766403,20.5483,2.633,11.7678,0.48,43,27/06/2017 17:00,42.74
ORI,Old Republic International Corporation,ORI US Equity,ORI UA Equity,0.9382,0.9382,0.9382,9.360193259,1.198457165,13.02,2.117,19.2945,0.01,20.07,27/06/2017 17:00,20.8
OLN,Olin Corporation,OLN US Equity,OLN UA Equity,0.6974,0.6974,0.6974,22.12644249,1.733056313,57.7515,2.844,127.9505,0.13,29.08,27/06/2017 17:00,34.29
OHI,"Omega Healthcare Investors, Inc.",OHI US Equity,OHI UA Equity,#VALUE!,#VALUE!,null,2.166971857,1.766530892,16.9656,11.831,131.2349,0.42,31.625,27/06/2017 17:00,27.58
OMC,Omnicom Group Inc.,OMC US Equity,OMC UA Equity,0.189,0.189,0.189,46.61205629,6.504373388,16.7475,12.241,186.3235,1.15,75.7,27/06/2017 17:00,74.51
OMN,OMNOVA Solutions Inc.,OMN US Equity,OMN UA Equity,0.7547,0.7547,0.7547,-103.3210332,9.297203934,15.4637,2.524,675.4839,#N/A N/A,9.8,27/06/2017 17:00,9.85
ONDK,"On Deck Capital, Inc.",ONDK US Equity,ONDK UA Equity,0.3109,0.3109,0.3109,-4.422800391,2.014262108,null,10.922,3.0183,#N/A N/A,7.27,27/06/2017 17:00,5.41
OGS,"ONE Gas, Inc.",OGS US Equity,OGS UA Equity,0.0527,0.0527,0.0527,8.945799372,1.944369316,24.324,3.752,73.0389,1.73,74.71,27/06/2017 17:00,75.44
OLP,"One Liberty Properties, Inc.",OLP US Equity,OLP UA Equity,#VALUE!,#VALUE!,null,9.034382663,1.622993459,30.031,2.069,137.1024,0.3,26.76,27/06/2017 17:00,26.24
OMAD,One Madison Corporation,OMAD US Equity,OMAD UA Equity,8.7006,8.7006,8.7006,null,21.77998762,null,#N/A N/A,0,0.0151,9.71,#N/A Limit: Monthly,
OMAD.U,One Madison Corporation,OMAD.U US Equity,OMAD.U UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OMAD.WS,One Madison Corporation,OMAD.WS US Equity,OMAD.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
OMF,"OneMain Holdings, Inc.",OMF US Equity,OMF UA Equity,#VALUE!,#VALUE!,null,8.44766456,1.330283173,16.3283,3.384,470.0769,0.91,33.76,27/06/2017 17:00,27.18
OKE,"ONEOK, Inc.",OKE US Equity,OKE UA Equity,0.0085,0.0085,0.0085,16.25244891,4.216581542,32.8374,4.833,119.7413,0.65,70.78,27/06/2017 17:00,53.4
ONE,OneSmart International Education Group Limited,ONE US Equity,ONE UA Equity,0.7019,0.7019,0.7019,null,null,1168.3211,2.887,#N/A N/A,#N/A N/A,11.14,#N/A Limit: Monthly,
OOMA,"Ooma, Inc.",OOMA US Equity,OOMA UA Equity,0.335,0.335,0.335,-35.20642503,7.196812914,null,3.264,0,-0.19,14.25,27/06/2017 17:00,11.55
OPY,"Oppenheimer Holdings, Inc.",OPY US Equity,OPY UA Equity,0.476,0.476,0.476,4.412073255,0.723200515,28.9632,1.933,#N/A N/A,0.51,28.95,27/06/2017 17:00,28.55
ORCL,Oracle Corporation,ORCL US Equity,ORCL UA Equity,1.5298,2.733,1.5298,7.685819292,3.850934615,22.004,2.51,127.0481,0.84,44.11,27/06/2017 17:00,50.39
ORAN,Orange,ORAN US Equity,ORAN UA Equity,1.4472,3.3075,1.4472,6.884221552,null,null,4.156,#N/A N/A,#N/A N/A,16.81,27/06/2017 17:00,17.42
ORC,"Orchid Island Capital, Inc.",ORC US Equity,ORC UA Equity,1.2783,4.6199,1.2783,-4.404822546,0.957756088,6.9524,6.344,842.769,-0.31,7.6643,27/06/2017 17:00,9.46
OEC,Orion Engineered Carbons S.A,OEC US Equity,OEC UA Equity,3.9211,3.9211,3.9211,92.82034585,18.32333696,16.4952,1.261,680.9037,0.41,31.9,#N/A Limit: Monthly,
ORN,"Orion Group Holdings, Inc.",ORN US Equity,ORN UA Equity,0.0851,0.0851,0.0851,2.726754086,1.005034275,424.0669,1.247,32.94,0.15,8.6,27/06/2017 17:00,7.53
IX,Orix Corp Ads,IX US Equity,IX UA Equity,#VALUE!,#VALUE!,null,12.0665757,null,null,1.8,154.0867,#N/A N/A,81.14,27/06/2017 17:00,84.82
ORA,"Ormat Technologies, Inc.",ORA US Equity,ORA UA Equity,0.2667,0.2667,0.2667,15.75428678,2.080919072,22.9104,4.701,75.695,1.37,54.07,27/06/2017 17:00,62.47
OSK,Oshkosh Corporation,OSK US Equity,OSK UA Equity,0.2422,0.2422,0.2422,17.76449383,2.18011197,17.4907,2.331,35.2188,1.49,70.85,27/06/2017 17:00,88.38
OR,Osisko Gold Royalties Ltd,OR US Equity,OR UA Equity,0.1655,0.1655,0.1655,-2.860251696,null,null,9.076,24.8872,#N/A N/A,9.39,#N/A Limit: Monthly,
OUT,OUTFRONT Media Inc.,OUT US Equity,OUT UA Equity,0.1723,0.1723,0.1723,11.42857143,2.395843732,29.8585,3,198.657,0.06,19.37,27/06/2017 17:00,23.42
OSG,"Overseas Shipholding Group, Inc.",OSG US Equity,OSG UA Equity,3.2756,3.2756,3.2756,18.80207891,0.943040263,2.5669,3.409,118.4401,0.04,4.095,27/06/2017 17:00,2.43
OMI,"Owens & Minor, Inc.",OMI US Equity,OMI UA Equity,0.0661,0.0661,0.0661,6.135629439,1.0664793,17.5687,20.773,88.0415,0.13,17.73,27/06/2017 17:00,19.34
OC,Owens Corning Inc,OC US Equity,OC UA Equity,0.1012,0.1012,0.1012,6.997375984,1.761698414,18.069,2.042,91.9229,0.83,65,27/06/2017 17:00,86.98
OI,"Owens-Illinois, Inc.",OI US Equity,OI UA Equity,0.2012,0.2012,0.2012,31.02753526,3.155639029,9.5698,2.679,589.8888,0.6,16.94,27/06/2017 17:00,23.17
OXM,"Oxford Industries, Inc.",OXM US Equity,OXM UA Equity,0.0549,0.0549,0.0549,16.45532653,3.155477007,20.0813,7.846,16.2835,1.24,85.57,27/06/2017 17:00,69.96
ROYT,Pacific Coast Oil Trust,ROYT US Equity,ROYT UA Equity,0.0491,0.0491,0.0491,3.390195118,0.380763778,37.4705,0.452,0,0.084,2.19,27/06/2017 17:00,1.71
PCG,Pacific Gas & Electric Co.,PCG US Equity,PCG UA Equity,0.0515,0.0515,0.0515,7.940342401,1.092170475,14.8311,1.985,95.1194,0.86,42.56,27/06/2017 17:00,53.43
PKG,Packaging Corporation of America,PKG US Equity,PKG UA Equity,0.047,0.047,0.047,33.46590216,4.751495721,20.937,1.768,110.0009,1.48,115.12,27/06/2017 17:00,116.96
PAGS,PagSeguro Digital Ltd.,PAGS US Equity,PAGS UA Equity,0.0419,0.0419,0.0419,64.10426863,33.5162671,25.6955,1.486,0,#N/A N/A,28.68,#N/A Limit: Monthly,
PANW,"Palo Alto Networks, Inc.",PANW US Equity,PANW UA Equity,0.8624,0.8624,0.8624,-23.52037878,24.90384102,null,4.29,72.526,-0.51,205.46,27/06/2017 17:00,143.49
PAM,Pampa Energia S.A.,PAM US Equity,PAM UA Equity,0.8811,0.8811,0.8811,34.91481956,null,null,1.825,#N/A N/A,#N/A N/A,39.59,27/06/2017 17:00,64.47
P,"Pandora Media, Inc.",P US Equity,P UA Equity,0.8343,0.8343,0.8343,-214.8076803,30.85307322,null,7.203,438.5376,-0.55,8.0883,27/06/2017 17:00,4.99
PHX,Panhandle Royalty Company,PHX US Equity,PHX UA Equity,0.1787,0.1787,0.1787,13.96764411,2.462341193,220.1132,3.977,33.3412,0.06,19.95,27/06/2017 17:00,21
PARR,"Par Pacific Holdings, Inc.",PARR US Equity,PARR UA Equity,0.0417,0.0417,0.0417,13.91118121,1.698594467,38.3964,5.115,84.7106,0.33,17.43,27/06/2017 17:00,20.36
PAR,PAR Technology Corporation,PAR US Equity,PAR UA Equity,0.1367,0.1367,0.1367,-6.762942199,3.644839829,19.8427,6.515,6.1472,0,16.18,#N/A Limit: Monthly,
PGRE,"Paramount Group, Inc.",PGRE US Equity,PGRE UA Equity,#VALUE!,#VALUE!,null,2.136295993,0.886345801,null,2.105,85.5323,0.0046,15.56,27/06/2017 17:00,15.82
PKE,Park Electrochemical Corporation,PKE US Equity,PKE UA Equity,16.8937,16.8937,16.8937,14.03012503,3.352882037,42.0293,7.454,0,0.16,23.5,27/06/2017 17:00,19.09
PK,Park Hotels & Resorts Inc.,PK US Equity,PK UA Equity,15.5802,15.5802,15.5802,7.212558337,1.068826478,2.3286,4.701,51.1015,0.71,30.715,27/06/2017 17:00,28.28
PKD,Parker Drilling Company,PKD US Equity,PKD UA Equity,13.207,13.207,13.207,-34.87729141,0.170621474,null,6.82,216.7322,-0.21,0.364,27/06/2017 17:00,0.9062
PH,Parker-Hannifin Corporation,PH US Equity,PH UA Equity,16.9785,16.9785,16.9785,18.86173389,3.492862893,20.9244,3.339,100.0638,2.75,157.14,#N/A Limit: Monthly,
